rebalance_date,strategy_name,variant,uses_sentiment,tilt_strength,initial_establishment,one_way_turnover,two_way_turnover,turnover_definition
2022-02-01,Equity Equal Weight + Sector Sentiment,Sentiment fusion,True,0.5,False,0.057827256722027064,0.11565451344405413,one-way turnover = 0.5 * sum(abs(target weight - pre-trade drifted weight)); initial portfolio establishment excluded
2022-03-01,Equity Equal Weight,Base,False,0.0,False,0.028415889189891498,0.056831778379782996,one-way turnover = 0.5 * sum(abs(target weight - pre-trade drifted weight)); initial portfolio establishment excluded
2022-03-01,Equity Equal Weight + Sector Sentiment,Sentiment fusion,True,0.5,False,0.03728532020084338,0.07457064040168676,one-way turnover = 0.5 * sum(abs(target weight - pre-trade drifted weight)); initial portfolio establishment excluded
2022-04-01,Equity Equal Weight,Base,False,0.0,False,0.03348463276404172,0.06696926552808344,one-way turnover = 0.5 * sum(abs(target weight - pre-trade drifted weight)); initial portfolio establishment excluded
2022-04-01,Equity Equal Weight + Sector Sentiment,Sentiment fusion,True,0.5,False,0.03828588239459818,0.07657176478919636,one-way turnover = 0.5 * sum(abs(target weight - pre-trade drifted weight)); initial portfolio establishment excluded
2022-05-02,Equity Equal Weight,Base,False,0.0,False,0.036011266897346926,0.07202253379469385,one-way turnover = 0.5 * sum(abs(target weight - pre-trade drifted weight)); initial portfolio establishment excluded
2022-05-02,Equity Equal Weight + Sector Sentiment,Sentiment fusion,True,0.5,False,0.049352696110624344,0.09870539222124869,one-way turnover = 0.5 * sum(abs(target weight - pre-trade drifted weight)); initial portfolio establishment excluded
2022-06-01,Equity Equal Weight,Base,False,0.0,False,0.029982873992492786,0.05996574798498557,one-way turnover = 0.5 * sum(abs(target weight - pre-trade drifted weight)); initial portfolio establishment excluded
2022-06-01,Equity Equal Weight + Sector Sentiment,Sentiment fusion,True,0.5,False,0.03844376307655604,0.07688752615311208,one-way turnover = 0.5 * sum(abs(target weight - pre-trade drifted weight)); initial portfolio establishment excluded
2022-07-01,Equity Equal Weight,Base,False,0.0,False,0.035731082777456694,0.07146216555491339,one-way turnover = 0.5 * sum(abs(target weight - pre-trade drifted weight)); initial portfolio establishment excluded
2022-07-01,Equity Equal Weight + Sector Sentiment,Sentiment fusion,True,0.5,False,0.04000574514840582,0.08001149029681164,one-way turnover = 0.5 * sum(abs(target weight - pre-trade drifted weight)); initial portfolio establishment excluded
2022-08-01,Equity Equal Weight,Base,False,0.0,False,0.027947302729232255,0.05589460545846451,one-way turnover = 0.5 * sum(abs(target weight - pre-trade drifted weight)); initial portfolio establishment excluded
2022-08-01,Equity Equal Weight + Sector Sentiment,Sentiment fusion,True,0.5,False,0.03971129622736667,0.07942259245473333,one-way turnover = 0.5 * sum(abs(target weight - pre-trade drifted weight)); initial portfolio establishment excluded
2022-09-01,Equity Equal Weight,Base,False,0.0,False,0.021912206328306094,0.04382441265661219,one-way turnover = 0.5 * sum(abs(target weight - pre-trade drifted weight)); initial portfolio establishment excluded
2022-09-01,Equity Equal Weight + Sector Sentiment,Sentiment fusion,True,0.5,False,0.02583261267192128,0.05166522534384256,one-way turnover = 0.5 * sum(abs(target weight - pre-trade drifted weight)); initial portfolio establishment excluded
2022-10-03,Equity Equal Weight,Base,False,0.0,False,0.02885178076375974,0.05770356152751948,one-way turnover = 0.5 * sum(abs(target weight - pre-trade drifted weight)); initial portfolio establishment excluded
2022-10-03,Equity Equal Weight + Sector Sentiment,Sentiment fusion,True,0.5,False,0.03485214525302297,0.06970429050604594,one-way turnover = 0.5 * sum(abs(target weight - pre-trade drifted weight)); initial portfolio establishment excluded
2022-11-01,Equity Equal Weight,Base,False,0.0,False,0.035976418248330554,0.07195283649666111,one-way turnover = 0.5 * sum(abs(target weight - pre-trade drifted weight)); initial portfolio establishment excluded
2022-11-01,Equity Equal Weight + Sector Sentiment,Sentiment fusion,True,0.5,False,0.058061704974537325,0.11612340994907465,one-way turnover = 0.5 * sum(abs(target weight - pre-trade drifted weight)); initial portfolio establishment excluded
2022-12-01,Equity Equal Weight,Base,False,0.0,False,0.028513568246996975,0.05702713649399395,one-way turnover = 0.5 * sum(abs(target weight - pre-trade drifted weight)); initial portfolio establishment excluded
2022-12-01,Equity Equal Weight + Sector Sentiment,Sentiment fusion,True,0.5,False,0.04210926844710884,0.08421853689421768,one-way turnover = 0.5 * sum(abs(target weight - pre-trade drifted weight)); initial portfolio establishment excluded
2023-01-03,Equity Equal Weight,Base,False,0.0,False,0.022242937945455458,0.044485875890910916,one-way turnover = 0.5 * sum(abs(target weight - pre-trade drifted weight)); initial portfolio establishment excluded
2023-01-03,Equity Equal Weight + Sector Sentiment,Sentiment fusion,True,0.5,False,0.03492777207301952,0.06985554414603903,one-way turnover = 0.5 * sum(abs(target weight - pre-trade drifted weight)); initial portfolio establishment excluded
2023-02-01,Equity Equal Weight,Base,False,0.0,False,0.03226719250383653,0.06453438500767306,one-way turnover = 0.5 * sum(abs(target weight - pre-trade drifted weight)); initial portfolio establishment excluded
2023-02-01,Equity Equal Weight + Sector Sentiment,Sentiment fusion,True,0.5,False,0.03753171307551645,0.0750634261510329,one-way turnover = 0.5 * sum(abs(target weight - pre-trade drifted weight)); initial portfolio establishment excluded
2023-03-01,Equity Equal Weight,Base,False,0.0,False,0.02025530215394363,0.04051060430788726,one-way turnover = 0.5 * sum(abs(target weight - pre-trade drifted weight)); initial portfolio establishment excluded
2023-03-01,Equity Equal Weight + Sector Sentiment,Sentiment fusion,True,0.5,False,0.031213542112564743,0.062427084225129485,one-way turnover = 0.5 * sum(abs(target weight - pre-trade drifted weight)); initial portfolio establishment excluded
2023-04-03,Equity Equal Weight,Base,False,0.0,False,0.028673054808548763,0.057346109617097525,one-way turnover = 0.5 * sum(abs(target weight - pre-trade drifted weight)); initial portfolio establishment excluded
2023-04-03,Equity Equal Weight + Sector Sentiment,Sentiment fusion,True,0.5,False,0.04817598520252656,0.09635197040505313,one-way turnover = 0.5 * sum(abs(target weight - pre-trade drifted weight)); initial portfolio establishment excluded
2023-05-01,Equity Equal Weight,Base,False,0.0,False,0.019335278615591082,0.038670557231182165,one-way turnover = 0.5 * sum(abs(target weight - pre-trade drifted weight)); initial portfolio establishment excluded
2023-05-01,Equity Equal Weight + Sector Sentiment,Sentiment fusion,True,0.5,False,0.03377379469017117,0.06754758938034235,one-way turnover = 0.5 * sum(abs(target weight - pre-trade drifted weight)); initial portfolio establishment excluded
2023-06-01,Equity Equal Weight,Base,False,0.0,False,0.031073954582808167,0.062147909165616334,one-way turnover = 0.5 * sum(abs(target weight - pre-trade drifted weight)); initial portfolio establishment excluded
2023-06-01,Equity Equal Weight + Sector Sentiment,Sentiment fusion,True,0.5,False,0.03795270807759507,0.07590541615519014,one-way turnover = 0.5 * sum(abs(target weight - pre-trade drifted weight)); initial portfolio establishment excluded
2023-07-03,Equity Equal Weight,Base,False,0.0,False,0.019012056781482843,0.038024113562965686,one-way turnover = 0.5 * sum(abs(target weight - pre-trade drifted weight)); initial portfolio establishment excluded
2023-07-03,Equity Equal Weight + Sector Sentiment,Sentiment fusion,True,0.5,False,0.027376943403892184,0.05475388680778437,one-way turnover = 0.5 * sum(abs(target weight - pre-trade drifted weight)); initial portfolio establishment excluded
2023-08-01,Equity Equal Weight,Base,False,0.0,False,0.02208908893646035,0.0441781778729207,one-way turnover = 0.5 * sum(abs(target weight - pre-trade drifted weight)); initial portfolio establishment excluded
2023-08-01,Equity Equal Weight + Sector Sentiment,Sentiment fusion,True,0.5,False,0.029723411907645686,0.05944682381529137,one-way turnover = 0.5 * sum(abs(target weight - pre-trade drifted weight)); initial portfolio establishment excluded
2023-09-01,Equity Equal Weight,Base,False,0.0,False,0.021630116488075425,0.04326023297615085,one-way turnover = 0.5 * sum(abs(target weight - pre-trade drifted weight)); initial portfolio establishment excluded
2023-09-01,Equity Equal Weight + Sector Sentiment,Sentiment fusion,True,0.5,False,0.03751466773690791,0.07502933547381582,one-way turnover = 0.5 * sum(abs(target weight - pre-trade drifted weight)); initial portfolio establishment excluded
2023-10-02,Equity Equal Weight,Base,False,0.0,False,0.019764388141731093,0.039528776283462186,one-way turnover = 0.5 * sum(abs(target weight - pre-trade drifted weight)); initial portfolio establishment excluded
2023-10-02,Equity Equal Weight + Sector Sentiment,Sentiment fusion,True,0.5,False,0.03340415498341304,0.06680830996682607,one-way turnover = 0.5 * sum(abs(target weight - pre-trade drifted weight)); initial portfolio establishment excluded
2023-11-01,Equity Equal Weight,Base,False,0.0,False,0.022386155925351224,0.04477231185070245,one-way turnover = 0.5 * sum(abs(target weight - pre-trade drifted weight)); initial portfolio establishment excluded
2023-11-01,Equity Equal Weight + Sector Sentiment,Sentiment fusion,True,0.5,False,0.032706614808611784,0.06541322961722357,one-way turnover = 0.5 * sum(abs(target weight - pre-trade drifted weight)); initial portfolio establishment excluded
2023-12-01,Equity Equal Weight,Base,False,0.0,False,0.029474394557912058,0.058948789115824116,one-way turnover = 0.5 * sum(abs(target weight - pre-trade drifted weight)); initial portfolio establishment excluded
2023-12-01,Equity Equal Weight + Sector Sentiment,Sentiment fusion,True,0.5,False,0.040491677684112284,0.08098335536822457,one-way turnover = 0.5 * sum(abs(target weight - pre-trade drifted weight)); initial portfolio establishment excluded
