date,fund_name,asset_family,portfolio_method,daily_return,growth_of_1,drawdown,active_target_rebalance_date
2022-03-22,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.014423199406002923,1.4499021107091492,-0.04844860910683546,2022-03-01
2022-03-23,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.005660879843302078,1.4416943890758747,-0.053835227195408564,2022-03-01
2022-03-24,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.01287175911489032,1.4602515319693483,-0.04165642215687293,2022-03-01
2022-03-25,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.005485561762670621,1.4682618319370004,-0.03639936927075582,2022-03-01
2022-03-28,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.0009579964662566592,1.4696684215835356,-0.035476243271634456,2022-03-01
2022-03-29,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.012377539046555208,1.4878592998571751,-0.023537812811398884,2022-03-01
2022-03-30,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.001529145365737496,1.4855841467039292,-0.025030965439756248,2022-03-01
2022-03-31,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.017273203993594673,1.459923348688262,-0.04187180446115335,2022-03-01
2022-04-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.007345515668125022,1.470647238520313,-0.03483385878875045,2022-04-01
2022-04-04,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.0007995290337790444,1.471823063685957,-0.03406218043643161,2022-04-01
2022-04-05,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.013597478849595144,1.451809980707141,-0.047196499507971224,2022-04-01
2022-04-06,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.015726044603035345,1.4289787521954085,-0.06218032985463717,2022-04-01
2022-04-07,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.006745556202943714,1.438618008681155,-0.05585421456144535,2022-04-01
2022-04-08,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.0035367066106616113,1.4335300388596355,-0.059193381202234274,2022-04-01
2022-04-11,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.02214233461807818,1.4017883370541389,-0.0800250361665571,2022-04-01
2022-04-12,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.0033453973683306043,1.4064778760678762,-0.07694735434361877,2022-04-01
2022-04-13,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.012839470587404256,1.4245363073894846,-0.06509584704908788,2022-04-01
2022-04-14,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.005005402969397077,1.4174059291264631,-0.06977541907237017,2022-04-01
2022-04-18,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.003895215656276047,1.4229270308928952,-0.06615199372088798,2022-04-01
2022-04-19,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.013292032574333612,1.4418406233384233,-0.053739255601949476,2022-04-01
2022-04-20,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.00011606819865203459,1.441673271494529,-0.05384908638200692,2022-04-01
2022-04-21,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.013049276362088306,1.422860478550961,-0.06619567113405045,2022-04-01
2022-04-22,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.021983904871802764,1.391580449144649,-0.08672433666871704,2022-04-01
2022-04-25,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.0010758306518203588,1.3900833442429852,-0.08770686662089044,2022-04-01
2022-04-26,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.027028682018809664,1.352511223551798,-0.11236494763093796,2022-04-01
2022-04-27,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.0042134698724252675,1.3582099888443504,-0.1086249240800724,2022-04-01
2022-04-28,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.015777264870657098,1.37963882758832,-0.0945614634081815,2022-04-01
2022-04-29,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.035019586705683156,1.3313244460430638,-0.12626954674702562,2022-04-01
2022-05-02,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.0030438634196666243,1.3353768158240822,-0.12361003058172015,2022-05-02
2022-05-03,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.0035771896427388723,1.3401537119388016,-0.1204750174601169,2022-05-02
2022-05-04,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.04177220186804467,1.3961348833281186,-0.0837353223414724,2022-05-02
2022-05-05,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.03625966348558569,1.3455115022781536,-0.1169587712170993,2022-05-02
2022-05-06,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.0009527199684605915,1.3442296066021397,-0.11780006222873474,2022-05-02
2022-05-09,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.052678036968289266,1.2734182296916832,-0.1642726231640721,2022-05-02
2022-05-10,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.0018119611403135819,1.2757256140392514,-0.16275831763334914,2022-05-02
2022-05-11,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.0247430183734782,1.2441603117315614,-0.18347420396318903,2022-05-02
2022-05-12,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.004670253268342834,1.2383497679693547,-0.1872875862308161,2022-05-02
2022-05-13,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.027788387963758612,1.2727615117565176,-0.16470361837403535,2022-05-02
2022-05-16,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.006165022113996645,1.264914908890695,-0.1698532390385007,2022-05-02
2022-05-17,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.022176845024691118,1.2929667307945851,-0.15144320297290825,2022-05-02
2022-05-18,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.034048163982457434,1.2489435875206292,-0.18033500394651558,2022-05-02
2022-05-19,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.004168605554210163,1.2541499406964627,-0.1769181438913755,2022-05-02
2022-05-20,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.003559211806169035,1.2496861554208296,-0.17984766655108086,2022-05-02
2022-05-23,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.012703259911002875,1.2655612434603223,-0.16942905829266375,2022-05-02
2022-05-24,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.004811757509458752,1.2716508172772225,-0.16543255232676524,2022-05-02
2022-05-25,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.006938127474348706,1.2804736927503517,-0.15964221698886638,2022-05-02
2022-05-26,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.006945061691463546,1.289366661540799,-0.1538058803429525,2022-05-02
2022-05-27,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.01383266498898655,1.307202038617861,-0.14210076057008603,2022-05-02
2022-05-31,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.006028189664139599,1.2993219767997226,-0.14727233989809074,2022-05-02
2022-06-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.016220122078898155,1.2782468157162359,-0.16110368664499686,2022-06-01
2022-06-02,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.01603856298368861,1.2987480577788,-0.14764899528646858,2022-06-01
2022-06-03,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.011167205710326871,1.2842446710516966,-0.15716737429350836,2022-06-01
2022-06-06,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.004114461134851154,1.2895286458383786,-0.15369957221185448,2022-06-01
2022-06-07,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.006713171761886393,1.2981854731297644,-0.14801821207795463,2022-06-01
2022-06-08,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.01290285844855842,1.2814351697299962,-0.15901121248826255,2022-06-01
2022-06-09,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.020856012455891262,1.2547095418686902,-0.17655088511587225,2022-06-01
2022-06-10,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.030024250948289657,1.2170378277164111,-0.20127432798430034,2022-06-01
2022-06-13,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.0538369821480716,1.1515161839121149,-0.24427530772981598,2022-06-01
2022-06-14,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.003969530564505054,1.1469452052245535,-0.24727517999413373,2022-06-01
2022-06-15,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.018784845937406487,1.1684903942033438,-0.2331353602170615,2022-06-01
2022-06-16,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.04058898828852499,1.1210625512777703,-0.26426162010009513,2022-06-01
2022-06-17,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.0016221205610190735,1.1228810498923867,-0.2630681637465285,2022-06-01
2022-06-21,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.018962991896126838,1.1441742341418104,-0.249093731307656,2022-06-01
2022-06-22,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.007612364090035382,1.1354643632890855,-0.25480990322243213,2022-06-01
2022-06-23,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.00940063045742406,1.1461384441659406,-0.2478046465020941,2022-06-01
2022-06-24,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.02978784222347927,1.1802794353070196,-0.22539836999086427,2022-06-01
2022-06-27,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.0039598196355041144,1.1756057416237091,-0.22846565273506791,2022-06-01
2022-06-28,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.01473252091149782,1.158286105451561,-0.23983229864008737,2022-06-01
2022-06-29,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.006139851970863033,1.1511744002241808,-0.24449961579946855,2022-06-01
2022-06-30,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.00712260813849919,1.142975036072312,-0.24988074898461454,2022-06-01
2022-07-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.005155360012899511,1.1488674838690216,-0.2460136141930237,2022-07-01
2022-07-05,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.008422948554401274,1.1391906321565684,-0.2523644027313948,2022-07-01
2022-07-06,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.0026418560591317496,1.1422002098306372,-0.2503892570987283,2022-07-01
2022-07-07,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.01780056160582987,1.1625320150319192,-0.23704576488932239,2022-07-01
2022-07-08,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.004394985112496568,1.1574227041330531,-0.24039893739415008,2022-07-01
2022-07-11,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.015594308902634382,1.13937349695388,-0.252244391007195,2022-07-01
2022-07-12,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.006942971130113013,1.1314628596581133,-0.257436036612812,2022-07-01
2022-07-13,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.0037532395194822534,1.1357095107778084,-0.25464901619968405,2022-07-01
2022-07-14,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.0004897137258125398,1.136265683313772,-0.25428400759236913,2022-07-01
2022-07-15,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.017626951167765685,1.1562945830271518,-0.24113930820917795,2022-07-01
2022-07-18,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.01505475943589294,1.1737023198116519,-0.22971484304891165,2022-07-01
2022-07-19,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.025719242676330634,1.20388905460466,-0.2099036921673113,2022-07-01
2022-07-20,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.0039649188884528005,1.1991157321524561,-0.21303635994193404,2022-07-01
2022-07-21,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.00935168680878642,1.2103294869270345,-0.20567692245020852,2022-07-01
2022-07-22,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.006199394750067577,1.202826176659927,-0.21060124476702813,2022-07-01
2022-07-25,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.009862827201626314,1.1909629099259373,-0.21838694828306993,2022-07-01
2022-07-26,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.003649809721155684,1.1866161219197537,-0.2212396871974085,2022-07-01
2022-07-27,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.028833414021524603,1.2208303158476819,-0.19878536867483942,2022-07-01
2022-07-28,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.0236883336190188,1.2497497516616938,-0.17980592918757,2022-07-01
2022-07-29,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.0070854817610839504,1.2586048307330118,-0.17399445905827937,2022-07-01
2022-08-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.003463816514591548,1.254245254534974,-0.1768555906921374,2022-08-01
2022-08-02,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.011255808165092434,1.240127710557951,-0.18612074625547503,2022-08-01
2022-08-03,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.004373514578355019,1.2455514271790982,-0.1825612334742026,2022-08-01
2022-08-04,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.0009256275051892941,1.2443985105189734,-0.1833178772803069,2022-08-01
2022-08-05,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.008418504690363234,1.2548744852164586,-0.17644263499965518,2022-08-01
2022-08-08,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.003619991058590741,1.2594171196325958,-0.17346136470211748,2022-08-01
2022-08-09,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.008307027178909028,1.2489551073902245,-0.18032744360995534,2022-08-01
2022-08-10,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.022186269194869677,1.2766647616150915,-0.16214196762223876,2022-08-01
2022-08-11,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.007082189160881965,1.2857063429518818,-0.15620809854697515,2022-08-01
2022-08-12,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.014861568906941163,1.3048139563617525,-0.14366802706041215,2022-08-01
2022-08-15,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.0008374467051541525,1.3059066685103469,-0.14295089467115563,2022-08-01
2022-08-16,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.0024541113629621683,1.3091115089045062,-0.1408476007231515,2022-08-01
2022-08-17,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.007830974910600554,1.2988598895230965,-0.14757560160627092,2022-08-01
2022-08-18,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.0003828015726132705,1.2993570951314102,-0.1472492922060319,2022-08-01
2022-08-19,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.025662499144877164,1.2660123447887104,-0.16913300651558794,2022-08-01
2022-08-22,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.012963174834853056,1.249600805420132,-0.1799036806166351,2022-08-01
2022-08-23,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.003668753622841683,1.254185282902123,-0.17689494927381832,2022-08-01
2022-08-24,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.0008730315596586693,1.2552802262357559,-0.17617635258761988,2022-08-01
2022-08-25,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.013227390181737624,1.2718843075755961,-0.1652793157623541,2022-08-01
2022-08-26,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.03568844670681813,1.2264927322474461,-0.19506920041684817,2022-08-01
2022-08-29,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.00448687477412057,1.2319958515484093,-0.1914575767172858,2022-08-01
2022-08-30,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.015858351226891047,1.212458428624482,-0.20427972644754466,2022-08-01
2022-08-31,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.005672496652686302,1.2055807622465882,-0.20879344703574576,2022-08-01
2022-09-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.003488643667265686,1.209786603938177,-0.20603320930524782,2022-09-01
2022-09-02,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.007038603499564757,1.2012713957139713,-0.2116216267367701,2022-09-01
2022-09-06,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.015641627090444452,1.1824815565077957,-0.2239531472575247,2022-09-01
2022-09-07,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.022838978974063662,1.2094882279140955,-0.2062290295048509,2022-09-01
2022-09-08,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.005823291244149147,1.216531430121609,-0.20160666996250687,2022-09-01
2022-09-09,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.02177344146897903,1.2430195060105351,-0.18422289952171234,2022-09-01
2022-09-12,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.005615109873927534,1.2499991971122193,-0.17964222146989273,2022-09-01
2022-09-13,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.045305635314488134,1.1933671893444502,-0.21680905181138133,2022-09-01
2022-09-14,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.006059883851888262,1.2005988559045317,-0.21206300563150815,2022-09-01
2022-09-15,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.02167729421699865,1.1745731212684973,-0.22914334768289157,2022-09-01
2022-09-16,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.0038376224372464736,1.1700655531041306,-0.23210160446772443,2022-09-01
2022-09-19,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.009004582956041361,1.1806015054410632,-0.225186999663343,2022-09-01
2022-09-20,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.012497707203421273,1.1658466935021425,-0.2348703856789548,2022-09-01
2022-09-21,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.02091013461785514,1.1414686821972313,-0.2508693489145155,2022-09-01
2022-09-22,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.004779740878530837,1.1469246067190921,-0.24728869851816182,2022-09-01
2022-09-23,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.016008858734630455,1.1285636527108547,-0.2593387474115444,2022-09-01
2022-09-26,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.013060181172159445,1.1138244069421368,-0.26901191755754816,2022-09-01
2022-09-27,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.006383813165582746,1.1067139600289522,-0.27367840890212847,2022-09-01
2022-09-28,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.017099551578298244,1.12563827247089,-0.26125863539271865,2022-09-01
2022-09-29,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.010667825099177401,1.1136301602552303,-0.26913939906387685,2022-09-01
2022-09-30,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.013114932780618174,1.099024975561014,-0.2787245867171563,2022-09-01
2022-10-03,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.030449618306372543,1.1324898665760172,-0.2567620256889226,2022-10-03
2022-10-04,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.028877504211823033,1.165193347467913,-0.23529916795536765,2022-10-03
2022-10-05,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.0032666765950058988,1.161387037631083,-0.23779719826558932,2022-10-03
2022-10-06,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.010141035436298847,1.1496093705272081,-0.2455267238876243,2022-10-03
2022-10-07,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.020192731820149988,1.1263956168102207,-0.2607616004176315,2022-10-03
2022-10-10,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.012316381544783976,1.1125224986232138,-0.2698663425994433,2022-10-03
2022-10-11,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.005831707058143753,1.1060345933156492,-0.2741242682026944,2022-10-03
2022-10-12,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.004097933364832378,1.1015021372530422,-0.27709885858274874,2022-10-03
2022-10-13,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.022351742989924865,1.1261226299277753,-0.2609407580626668,2022-10-03
2022-10-14,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.015141824641345801,1.1090710785407578,-0.2721314635036479,2022-10-03
2022-10-17,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.01835114329991879,1.1294238008328548,-0.25877424368690116,2022-10-03
2022-10-18,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.007487720593322684,1.1378806106849395,-0.25322415232705453,2022-10-03
2022-10-19,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.009797062066869849,1.1267327237173714,-0.26054036165674566,2022-10-03
2022-10-20,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.0035544299979239314,1.1227278311245479,-0.26316871917752693,2022-10-03
2022-10-21,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.022855399973065585,1.148388224765792,-0.24632814554166305,2022-10-03
2022-10-24,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.004079824650627541,1.153073447353682,-0.24325329653135974,2022-10-03
2022-10-25,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.021258075774455203,1.1775855700710387,-0.22716631776695417,2022-10-03
2022-10-26,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.007800824134907793,1.1867717080069682,-0.22113757812632084,2022-10-03
2022-10-27,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.0031906261776496153,1.182985163128507,-0.22362263695833873,2022-10-03
2022-10-28,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.0228698728576713,1.2100398834017676,-0.2058669853760018,2022-10-03
2022-10-31,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.0061729949685833604,1.2025703132897432,-0.21076916447966176,2022-10-03
2022-11-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.0011665474279613673,1.203973168595654,-0.2098484892784177,2022-11-01
2022-11-02,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.01667164133563183,1.1839009597511032,-0.22302161186597547,2022-11-01
2022-11-03,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.000780236226503383,1.1848246821684933,-0.22241538518034298,2022-11-01
2022-11-04,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.027015952766488233,1.2168338498185267,-0.20140819595442727,2022-11-01
2022-11-07,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.006310875560846254,1.224513136822957,-0.19636838245518384,2022-11-01
2022-11-08,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.014596263292338442,1.2066398206729618,-0.20809840113491584,2022-11-01
2022-11-09,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.040638398331820556,1.1576039109974174,-0.24028001374920072,2022-11-01
2022-11-10,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.06424290176374234,1.2319717453329484,-0.19147339730453905,2022-11-01
2022-11-11,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.007320612077648074,1.240990532571154,-0.18555448769174676,2022-11-01
2022-11-14,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.0039864215252707665,1.2360434211994553,-0.18880121081317247,2022-11-01
2022-11-15,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.010564233388794619,1.2491012723796904,-0.18023151747949528,2022-11-01
2022-11-16,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.012083712587783686,1.2340074916112191,-0.19013736421079674,2022-11-01
2022-11-17,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.0007720131980038532,1.2330548215412596,-0.19076258885419628,2022-11-01
2022-11-18,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.004472640588719124,1.238569832584201,-0.18714316076319548,2022-11-01
2022-11-21,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.0015233819110134056,1.2366830177057153,-0.18838145216833235,2022-11-01
2022-11-22,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.018863512263259975,1.2600112029759722,-0.17307147573822057,2022-11-01
2022-11-23,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.010506031786719203,1.27324892072606,-0.16438373837698161,2022-11-01
2022-11-25,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.0010043940441359486,1.2719700770933802,-0.16522302637333897,2022-11-01
2022-11-28,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.01829674071716298,1.2486971703928127,-0.18049672421644403,2022-11-01
2022-11-29,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.006186443576615542,1.2564221649817273,-0.17542691343995742,2022-11-01
2022-11-30,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.02556817857100139,1.2885465912565441,-0.15434408151794854,2022-11-01
2022-12-01,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.0035729309016658923,1.2839427033224073,-0.15736555168126976,2022-12-01
2022-12-02,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.0026965231029986245,1.287404884484843,-0.15509336842399568,2022-12-01
2022-12-05,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.014667707926401026,1.2685216056561972,-0.16748621212103176,2022-12-01
2022-12-06,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.009151359407889487,1.2569129085261643,-0.1751048450059357,2022-12-01
2022-12-07,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.004211508569810514,1.251619409040401,-0.1785788980203884,2022-12-01
2022-12-08,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.00946245307825965,1.263462798970285,-0.17080623938541384,2022-12-01
2022-12-09,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.009380742643873306,1.2516105796130368,-0.1785846926556448,2022-12-01
2022-12-12,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.013275269436103361,1.2682260472864773,-0.16768018313170896,2022-12-01
2022-12-13,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.011124259923503917,1.2823341234782502,-0.15842124114938283,2022-12-01
2022-12-14,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.00912419882203184,1.2706338519793587,-0.1660999730695345,2022-12-01
2022-12-15,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.02185459941049559,1.242864658146935,-0.18432452410650135,2022-12-01
2022-12-16,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.021433041196333942,1.2162262887274042,-0.20180693018416596,2022-12-01
2022-12-19,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,-0.010408435670843742,1.203567275639996,-0.21011487140425733,2022-12-01
2022-12-20,Combined Equal Weight,Combined equity + cryptocurrency,Equal Weight,0.008289737527466144,1.2135445324516991,-0.20356693101134982,2022-12-01
